time,amr_wind_speed,amr_wind_direction
0.0,8.0,260.0
0.5,8.0,260.0
1.0,8.0,260.0
1.5,8.0,260.0
2.0,8.0,260.0
2.5,8.0,260.0
3.0,8.0,260.0
3.5,8.0,260.0
4.0,8.0,260.0
4.5,8.0,260.0
5.0,8.0,260.0
5.5,8.0,260.0
6.0,8.0,260.0
6.5,8.0,260.0
7.0,8.0,260.0
7.5,8.0,260.0
8.0,8.0,260.0
8.5,8.0,260.0
9.0,8.0,260.0
9.5,8.0,260.0
10.0,8.0,260.0
10.5,8.0,260.0
11.0,8.0,260.0
11.5,8.0,260.0
12.0,8.0,260.0
12.5,8.0,260.0
13.0,8.0,260.0
13.5,8.0,260.0
14.0,8.0,260.0
14.5,8.0,260.0
15.0,8.0,260.0
15.5,8.0,260.0
16.0,8.0,260.0
16.5,8.0,260.0
17.0,8.0,260.0
17.5,8.0,260.0
18.0,8.0,260.0
18.5,8.0,260.0
19.0,8.0,260.0
19.5,8.0,260.0
20.0,8.0,260.0
20.5,8.0,260.0
21.0,8.0,260.0
21.5,8.0,260.0
22.0,8.0,260.0
22.5,8.0,260.0
23.0,8.0,260.0
23.5,8.0,260.0
24.0,8.0,260.0
24.5,8.0,260.0
25.0,8.0,260.0
25.5,8.0,260.0
26.0,8.0,260.0
26.5,8.0,260.0
27.0,8.0,260.0
27.5,8.0,260.0
28.0,8.0,260.0
28.5,8.0,260.0
29.0,8.0,260.0
29.5,8.0,260.0
30.0,8.0,260.0
30.5,8.0,260.126582278481
31.0,8.0,260.253164556962
31.5,8.0,260.37974683544303
32.0,8.0,260.50632911392404
32.5,8.0,260.63291139240505
33.0,8.0,260.75949367088606
33.5,8.0,260.88607594936707
34.0,8.0,261.0126582278481
34.5,8.0,261.1392405063291
35.0,8.0,261.26582278481015
35.5,8.0,261.39240506329116
36.0,8.0,261.5189873417722
36.5,8.0,261.6455696202532
37.0,8.0,261.7721518987342
37.5,8.0,261.8987341772152
38.0,8.0,262.0253164556962
38.5,8.0,262.1518987341772
39.0,8.0,262.27848101265823
39.5,8.0,262.40506329113924
40.0,8.0,262.53164556962025
40.5,8.0,262.65822784810126
41.0,8.0,262.7848101265823
